caption_id,caption,caption_rephrased
2006,"Immerse yourself in a tranquil oasis of relaxation and calm with this ambient synth masterpiece featuring soothing water stream sounds, birds singing blissfully in the background, and the gentle embrace of alpha waves; get ready to be transported to a serene world of peace and tranquility.","I'd love to listen to an ambient synth track featuring soothing water stream sounds, birds singing, and alpha waves to transport me to a serene world of peace and tranquility."
2008,"Get ready to rock out like it's the 80's with this thunderous hard rock anthem featuring distorted guitar riffs, big drums, and sped up classic video game music, all accented by vacuum sounds and a lightning bolt of thunder.","Recommend the 80's-inspired hard rock song featuring distorted guitar riffs, big drums, sped up video game music, vacuum sounds, and thunder accents."
2009,"An easygoing rock anthem with upbeat male vocals, dynamic electric guitar riffs, groovy bass guitar rhythms, lively keyboard melodies, and powerful acoustic drums - all enriched with a touch of Spanish flair.","I'm looking for an easygoing rock anthem with upbeat male vocals, dynamic electric guitar riffs, groovy bass guitar rhythms, lively keyboard melodies, and powerful acoustic drums, all enriched with a touch of Spanish flair."
2010,"This low quality pop song features a filtered wide female vocal accompanied by snap beats, mellow piano chords, and a sustained strings melody, alongside a punchy kick, energetic crash cymbals and filtered drums, with a synth arpeggiated melody creating a papery and thin texture that meets emotional and energetic feels.","I'm looking for songs that combine female vocals, snap beats, mellow piano chords, sustained strings, punchy kick, crash cymbals, filtered drums, and arpeggiated synth melodies to create a papery texture with emotional and energetic feels."
2011,"Get your body movin' & feel the good vibrations with this upbeat afrodance/funk tune, featuring infectious e-guitar & e-bass grooves, lively acoustic drums & percussion's, playful piano melodies, and background cheering that'll get you in the party mood.","I'm looking for an upbeat afrobeat/funk song with infectious electric guitar and bass grooves, lively acoustic drums and percussion, playful piano melodies, and background cheering to get me in the party mood."
2012,"Experience a soothing blend of Hindi lyrics, mesmerizing tablas, groovy tambourine beats, and soulful male voice singing, accompanied by the intricate melodies of string instruments, set to a slow tempo, that will take you on a musical journey like never before.","Recommend a song with Hindi lyrics, mesmerizing tablas, soulful male vocals, and intricate string melodies, set to a slow tempo, for a unique musical experience."
2013,"Unleashing a haunting and mesmerizing melody, this song showcases a solo artificial guitar with a single note that is perfectly tuned, capturing the essence of pure and raw emotion.","Recommend a song featuring a haunting solo artificial guitar playing a single, perfectly tuned note that captures raw emotion."
2014,"This upbeat kids song features an acoustic guitar and male vocals alongside a group of enthusiastic child singers, with a medium tempo and charming amateur recording quality that adds to its wholesome appeal.","I'm looking for more upbeat kids songs with an acoustic guitar and amateur recording quality like ""The Group of Enthusiastic Child Singers"" song, with a medium tempo and charming vocals."
2015,This electronic song is full of eerie sound effects and bizarre computer sounds that create a haunting atmosphere of noise and otherworldly ambiance.,I'm looking for an electronic song with eerie sound effects and bizarre computer noises to create a haunting atmosphere.
2016,This playful song features electronic sounds and a shimmering glockenspiel arpeggio that will leave you feeling joyful and carefree.,I'm looking for more songs like the one with the playful electronic beats and shimmering glockenspiel arpeggios that always puts me in a joyful mood.
2017,"This dubstep track features a dynamic combination of digital drums, punchy synth bass sound, catchy voice samples, soaring arpeggios, and a medium tempo beat perfect for energetic dancing.","Recommend a dubstep track with a dynamic combination of digital drums, punchy synth bass sound, catchy voice samples, soaring arpeggios, and a medium tempo beat perfect for energetic dancing."
2018,"This pop song features a poignant blend of acoustic guitar, piano, and strings, with a slow to medium tempo and an emotionally charged, sad sounding female voice singing.","Recommend a pop song that combines acoustic guitar, piano, and strings with a slow to medium tempo and features an emotive, sad-sounding female vocalist."
2019,"This afrobeats track features a groovy bass line, syncopated rimshots, shimmering open hat, and a synth keys melody over a repetitive male vocal that is harmonized for a groovy and catchy effect, despite its low quality, mono, noisy, thin, and messy production.","I'm looking for more music like an afrobeats track with a groovy bass line, syncopated rimshots, shimmering open hat, and a synth keys melody over repetitive male vocals that are harmonized for a catchy effect, despite its low quality production."
2020,"Experience an intense and impactful hip-hop song with a youthful and passionate male singer, featuring bouncy and punchy rhythmic patter accompanied by steady bass, beat boxing, and keyboard harmony, all perfectly blended with a drum machine and digital drum rhythm, delivering insightful and clean Christian rap lyrics with emotion and simplicity, making it the perfect choice for an inspiring teen rap anthem.","I'm looking for a hip-hop song with a youthful male singer, featuring rhythmic patter, steady bass, beat boxing, and digital drum rhythm, that delivers clean Christian rap lyrics with emotion and simplicity."
2021,"This vibrant song combines elements of afro chant and folk music with influences from Yoruba, Santeria and Candomble traditions and features a powerful congregation of voices backed by bold percussive elements, creating an electrifying pandemonium of sound.","I'm looking for music that combines afro chant, folk, and traditional African influences with powerful vocal harmonies and bold percussion."
2022,"This soulful Hindi ballad features an emotionally charged male vocalist singing with a higher pitch, accompanied by the haunting melody of bansuri flute and the rich timbre of strings and percussion's, culminating in a deeply sad and heart-wrenching experience.","I'd love to hear a song with a soulful male vocalist singing in Hindi, backed by the mournful sound of bansuri flute and rich instrumentation, creating a deeply sad and emotional experience."
2023,"This meditative track features binaural beats and soothing waves, with subtle sound effects and evolving synth lines that create a hypnotizing atmosphere and promote focus and calmness.",I'm looking for music recommendations similar to the meditative track featuring binaural beats and soothing waves with subtle sound effects and evolving synth lines that create a hypnotizing atmosphere and promote focus and calmness.
2024,"Experience the captivating story-telling mood and theatrical singing of a male vocal supported by a grand piano during a live performance of an English art song, complete with a merry tune and light music.",I'd like to request a recording of an English art song featuring a male vocalist accompanied by grand piano that has a captivating story-telling mood and theatrical singing style with a merry tune and light music.
2025,"This rollicking punk rock cow punk anthem features twangy acoustic guitar strumming, overdriven electric guitar lead, and multiple male vocalists with energetic male background harmonies, all set to an uptempo country train beat with a simple chord progression, perfect for raising the roof at your favorite pub.","I'm looking for punk rock songs that combine twangy acoustic guitar, overdriven electric leads, and multiple male vocalists with energetic harmonies, set to an uptempo country train beat."
2026,"This melodious love song features dulcet soft vocals, a cajun beat, and a pleasant duet accompanied by acoustic guitar, simple bass lines, and steady drumming, as well as violin harmonies, soft piano, bongos, keyboard accompaniment, and chimes, creating a romantic and passionate atmosphere perfect to be used as a sentimental proposal song for falling in love.","I'm looking for a romantic love song with dulcet soft vocals, cajun beat, and acoustic guitar accompaniment, featuring duets, violin harmonies, piano, bongos, keyboard, chimes, and steady drumming to create a sentimental proposal atmosphere."
2027,"This song is a metal masterpiece that intertwines background electronic music with captivating sound effects, occasional pockets of silence, and an all-around instrumental showcase.","I'm looking for a metal song that combines electronic elements, sound effects, and silence, featuring complex instrumentation."
2028,"This upbeat pop/country track features changing songs enhanced by electronic drums and an infectious banjo hook woven throughout, while a dynamic female voice delivers clever lyrics with a comedic flare backed by playful sound effects and subtle background-noises.","""I'm looking for a pop/country track with electronic drums, banjo hook, dynamic female vocals, and comedic lyrics, featuring playful sound effects and background noises."""
2029,"This mesmerizing Indian classical track features a male singer's engaging vocalisation that blends flawlessly with the mridangam rhythm, ragas, and alap for a controlled yet rhythmic beat; creating an immersive experience of South Indian music with the sound of chatter as a backdrop, and no lyrics required for the singer to demonstrate their voice control and perfection, all while being delivered in a lucid medium tempo with low-quality sound.","I'd like to request a music recommendation that features an Indian classical track with a male singer's impressive vocal control and blending of ragas and mridangam rhythm in a medium tempo with a lucid sound, ideally without lyrics and set against the background chatter."
2030,"Experience a romantic emotional journey as the female singer serenades you with a medium tempo acoustic love song, accompanied by a soothing guitar and subtle bass line - this wedding super hit is an inspiring tribute to the power of love, encouraging you to never give up and always stay together forever through the promises and wedding vows of caring, kindness, and sharing, all while offering a prayer of strength and comfort - a motivational and emotional wedding love song that will melt hearts and leave you feeling relaxed and inspired.","Recommend an acoustic love song with a medium tempo featuring a soothing guitar and subtle bass line that captures the romantic and emotional journey of love, inspiring couples to stay together forever through promises and wedding vows."
2031,"An emotive roots rock ballad featuring a slow and moody pace, highlighted by a breathtaking solo on an overdriven electric guitar, shimmering arpeggios, a hypnotic tremolo effect, and the warm resonance of open chords.","""Recommend a roots rock ballad with a slow and moody pace, featuring an overdriven electric guitar solo, shimmering arpeggios, tremolo effect, and warm open chords."""
2032,"This singer-songwriter penned an uplifting tune featuring acoustic guitars, e-bass, and soft percussion, all supporting his mid range vocals in this uptempo track, despite its amateur recording quality.","I'm looking for music similar to an upbeat singer-songwriter song with acoustic guitars, e-bass, and soft percussion backing mid-range vocals, despite the amateur recording quality."
2033,"This heartwarming lullaby features a soothing digital melody and a raw amateur recording, enhancing its ability to gently lull your little one to sleep with its slow tempo.",I'm looking for a gentle lullaby song with a soothing digital melody and an amateur recording style that can help my child fall asleep quickly.
2036,"Experience the groovy and energetic instrumental music of a passionate virtuoso player with a knack for bass guitar technique and slap bass, as he plays an emotional and romantic funk bass line accompanied by a guitar accompaniment style in this home video of average audio quality, filled with echoes and syncopation at a medium-fast tempo.","I'm looking for music recommendations featuring virtuosic bass guitar playing, specifically funk-influenced instrumental tracks with slap bass techniques and medium-fast tempos."
2037,"This low quality, noisy country song features an acoustic rhythm guitar paired with a mellow male vocal for a happy, fun and mellow vibe.","Recommend a low-quality, noisy country song featuring acoustic rhythm guitar and mellow male vocals for a happy, fun, and mellow vibe."
2039,"This beautiful and romantic instrumental song features gentle piano and soaring strings, creating a lush and emotive sound without any vocals.","""Can you recommend an instrumental song with a romantic atmosphere featuring gentle piano and soaring strings?"""
2040,"This pop song features a shimmering shakers, tinny percussive elements, and groovy bass guitar, providing an easygoing and uplifting feel, while the synth keys melody and sustained synth strings chords add an emotional touch to the passionate female vocal which creates a calming atmosphere.","Recommend a pop song with shimmering shakers, tinny percussion, groovy bass guitar, and emotive synth keys and strings accompaniment to create an uplifting and calming atmosphere for passionate female vocals."
2042,"This song is a low quality, manic and aggressive metal track with screaming male vocals, punchy snare hits, distorted bass guitar and wide electric guitar riffs, accompanied by energetic cymbals and short snare rolls, delivering a loud blast of energy.","I'm looking for a metal song with screaming vocals, aggressive riffs, and intense drumming similar to this: manic, distorted, and high-energy with pounding snare hits and cymbal crashes."
2043,"This low quality cinematic masterpiece features a classical arpeggiated soft piano melody, along with a passionately emotional wide sustained strings melody, a powerful tom hit, and a mellow and soft fade in.",I'm looking for music that combines a classical arpeggiated piano melody with passionately emotional wide sustained strings and features a powerful tom hit and a mellow fade-in.
2044,"Experience the raw emotional power of a female soprano's melodic singing over a simple tune accompanied by an acoustic guitar, in this alternative live performance that showcases the beauty of acoustic music.","Recommend a song with a female soprano vocalist performing a heartfelt melody over an acoustic guitar accompaniment, showcasing the intimacy and emotional depth of alternative live performance."
2045,"This instrumental track features suspenseful music with shaker and eerie synth sounds, driven by synth swells, and holds an intense atmosphere with no percussion, other instruments, or voices.","I'm looking for a music track that combines suspenseful instrumentation featuring shaker and eerie synth sounds, driven by synth swells, to create an intense atmosphere without percussion, other instruments, or voices."
2046,"This heartfelt lullaby features a soothing female vocal accompanied by delicate acoustic guitar, perfect for inducing a calming, sleep-inducing atmosphere with its mellow singing.","""Recommend me a song with a heartfelt female vocalist and gentle acoustic guitar that can help create a calm and relaxing atmosphere."""
2049,"This jingle-esque song features low quality but incredibly fun and happy harmonizing staccato vocals, paired with a groovy piano melody and wide shimmering shakers, supported by a punchy kick and thin snare, all while incorporating playful mice sound effects throughout.","Recommend the song featuring staccato vocals, groovy piano melody, wide shimmering shakers, punchy kick, and playful mouse sound effects that blends low-quality harmonizing with infectious fun."
2050,"This haunting electronic track features a plethora of eerie sound effects, a toy-like beep and jingle, a rising synth pattern, and a haunting piano melody, all backed by electronic drums to create an uneasy atmosphere.","Recommend the song with eerie sound effects, toy-like beep and jingle, rising synth pattern, haunting piano melody, and electronic drums creating an unsettling atmosphere."
2051,"Get ready to groove with this Latin-inspired club track featuring sultry female harmonized vocals, a funk-filled feel, a thumping bass, and a simple kick/snare pattern that'll have you clapping along with the autotuned background vocal harmonies, distorted electric guitar lead, and synth string stabs all while keeping time with the 16th note hi-hat.","Recommend a Latin-inspired club track with sultry female harmonized vocals, funk-filled feel, thumping bass, and autotuned background vocal harmonies featuring 16th note hi-hat."
2052,"Featuring a wide sustained strings melody and mellow piano chords, this deeply emotional and classical piece evokes a feeling of sadness that is impossible to ignore.","Recommend a song with a wide, sustained string melody and mellow piano chords that captures the deep emotional feeling of sadness."
2053,"This emotional live performance features a traditional, sustained strings melody coupled with a low quality, wooden percussive element that creates a passionate and powerful atmosphere, perfectly complemented by the intensity of the male vocal.",I'm looking for a song with a soaring string melody accompanied by a rustic wooden percussion element that evokes an intense and passionate atmosphere when combined with a powerful male vocalist.
2054,"This acoustic track features a low quality yet captivating mellow classical piano melody dancing delicately with a sustained passionate violin sequence, set against a noisy, raw soundscape of wide crackling noises.","""Recommend an acoustic track that combines a low-quality yet captivating mellow classical piano melody with sustained passionate violin sequences, set against a noisy and raw soundscape of wide crackling noises."""
2056,"This alternative/indie song features a mono recording of an acoustic ensemble, with a reverberant acoustic guitar and a tinny sounding double bass set against the narrow sound of a steel acoustic guitar.","I'm looking for music recommendations that feature a similar blend of warm, reverberant acoustic guitar and tinny double bass with a hint of steel acoustic guitar in an indie/alternative song."
2057,"This uplifting and cheerful live recording features an array of instruments such as piano, violin, and simple drumming, accompanied by a playful squeaky toy sound, combined with a soothing background music, all adding to the positive and happy ambiance set by the slow tempo.","I'm looking for a song that combines piano, violin, simple drumming, and playful squeaky toy sounds with soothing background music to create a happy and uplifting atmosphere at a slow tempo."
2058,"This acoustic rock song showcases a male vocal and simple, melodic acoustic guitar in a live performance, creating an easygoing atmosphere.","I'd love to recommend the perfect acoustic rock song featuring a male vocalist and simple, melodic acoustic guitar riffs for a relaxed atmosphere."
2059,"Get ready for an energetic and aggressive pop anthem with punchy kick and claps, low quality buzzy synth bass and stuttering hi hats that perfectly complement the wide synth pad chords and shimmering open hats, all while being brought to life by a mellow female vocal and female background vocal that add brightness and punch to the entire track.","I'm looking for a song with an energetic pop anthem vibe, featuring buzzy synths, claps, and shimmering hats, accompanied by mellow vocals with bright harmonies."
2060,"This electrifying Latin jazz tune features a blistering trumpet solo over syncopated drums and a lively acoustic bass line, all backed by the twang of a piano and the atmospheric reverb of a recital hall, complete with infectious upbeat rhythms that have audiences dancing in their seats - even if someone's sneeze adds a touch of unexpected audience sound to the mix!","I'd love to hear more music like this electrifying Latin jazz tune with its blistering trumpet solo, syncopated drums, and lively acoustic bass line, backed by piano and recital hall reverb."
2061,"This is a catchy singer-songwriter/pop tune with an acoustic guitar accompaniment and a soothing male voice singing, reaching a medium to uptempo pace, and captured on an amateur recording that adds a personal touch to it.","I'm looking for songs similar to one with a catchy singer-songwriter/pop vibe, acoustic guitar accompaniment, and soothing male vocals, ideally recorded on an amateur setup to give it a personal touch."
2062,"An emotive pop ballad with a haunting string section, a soulful female voice singing with reverb, an intimate acoustic piano, and a deep, low percussive hit, all complemented by a melancholic saxophone melody and slow tempo, evoking feelings of longing and introspection.","I'm looking for a pop ballad with a haunting string section, soulful female vocals, intimate acoustic piano, deep percussive hit, melancholic saxophone melody, and slow tempo to evoke feelings of longing and introspection."
2065,"This amateur recording showcases a heartwarming folk song with a romantic feel, featuring a soothing acoustic guitar, steady shaker rhythm, and a gentle violin accompaniment, all perfectly complemented by a heartfelt male voice, set to a moderate tempo.","Recommend a folk song with a romantic feel, featuring acoustic guitar, shaker rhythm, and gentle violin accompaniment, accompanied by a heartfelt male voice at a moderate tempo."
2067,"This track features a thumping synth bass and driving drums, layered with infectious electronic sounds, all fronted by a powerful female voice, making it the perfect music to dance to.","Recommend a track that combines thumping synth bass, driving drums, and infectious electronic sounds with a powerful female vocal performance for dancing."
2068,"The classic pop song features a male vocalist and a medium tempo with a recurring, insistent rhythm, steady drumming, electric guitar harmony, and keyboard harmony that create a calm and emotional atmosphere with sentimental lyrics, steady bass lines, and a pleasant melody that captures the listener's attention and evokes a youthful, emotional vibe.","I'm looking for a classic pop song with a male vocalist, steady drumming, electric guitar harmony, keyboard harmony, and sentimental lyrics that creates a calm and emotional atmosphere."
2070,"Get ready to crank up the volume and hit the open road with this high octane, charged up rock anthem featuring banjos, grungy electric guitar, simple rock drumming, and a killer electric guitar lick, all wrapped up in a country rock sound.","Recommend the rock song that features banjos, grungy electric guitar, simple rock drumming, and a killer electric guitar lick, blending country rock sounds."
2071,"This easygoing song boasts a smooth instrumental playback with a wide acoustic rhythm guitar and soft bass guitar, paired with a groovy piano chord progression and shimmering hi hats, but the highlight is the low quality steel guitar solo melody and snappy rimshot.","Recommend a song that features a smooth blend of acoustic rhythm guitar, soft bass guitar, piano chord progression, hi hats, and a standout steel guitar solo with a low quality sound and snappy rimshot."
2073,"The song features an intricate electric guitar arpeggio, accompanied by mesmerizing chord arpeggios and enhanced with a swooshing chorus pedal, punctuated by a gritty guitar riff and a repeated progression that leaves listeners captivated.","I'm looking for music that features intricate electric guitar arpeggios, mesmerizing chord progressions, and a swooshing chorus pedal, with gritty guitar riffs and repeated patterns to keep me captivated."
2074,Experience a sensual and euphoric pop ballad featuring a beautiful female voice singing over an acoustic piano and accompanied by a rich and comforting string-section.,"Recommend a pop ballad with a soaring female vocal performance, accompanied by a simple yet effective piano melody and lush strings, evoking a sense of warmth and euphoria."
2076,An amateur recording of an upbeat track filled with energetic scratching and a lively backing track.,"I'm looking for a song that features fast-paced scratching and a high-energy instrumental backing, similar to an amateur recording of an upbeat track."
2077,"This upbeat, folksy duet features a cheery male and female vocal harmony, accompanied by the twang of banjo and guitar, with no percussion for a stripped-down, rustic sound that captures a joyful mood with a repetitive melody and moderate tempo.","I'm looking for a folk-pop song featuring banjo and guitar with no percussion, focusing on the harmony of male and female vocals to create a joyful mood with repetitive melody at a moderate tempo."
2079,"This energetic and passionate electro rap track features a female rapper delivering syncopated verses over punchy drumming and bass drum, as synthesiser arrangements and psychedelic elements provide a youthful and insistent pop rap and disco rap vibe, culminating in an intense and catchy vocal riff that seamlessly blends with the recurring beat, making it perfect for club dancing and DJ sets.","I'm looking for a song similar to ""electro rap track"" featuring a female rapper with syncopated verses over punchy drumming and bass drum, synthesizer arrangements, and psychedelic elements, perfect for club dancing and DJ sets."
2080,Experience the triumphant sound of orchestral music paired with the melodic scribbling of a pen and the resounding thump of a bass drum in this epic and victorious musical masterpiece.,Recommend an epic and victorious orchestral song that combines the melodic qualities of pens scratching paper with the driving beat of a bass drum.
2082,"This mesmerising orchestral piece combines celestial soprano harmonies, enigmatic and outworldly vocal riffs, and perfect sync with violins, mezzo, alto, tenor, bass, and a haunting electronic organ to create an eerie, dangerous, and sinister atmosphere that will keep you on edge with every syncopated and dissonant sound.","Recommend an orchestral piece with celestial soprano harmonies, outworldly vocal riffs, and a blend of traditional instruments and haunting electronic organ that creates a sinister atmosphere with syncopated and dissonant sounds."
2084,"A haunting melody evokes nostalgia and longing with a melancholic synth sound and a subtle slide effect, creating a mesmerizing atmosphere with no music.",I'm looking for a song that features a haunting melody with a melancholic synth sound and a subtle slide effect to create a mesmerizing atmosphere without any additional music.
2085,"This amateur recording seamlessly blends cinematic orchestration with uplifting melodies and background sounds and gamesounds, creating an immersive and unforgettable musical journey.",I'm looking for music that combines orchestral elements with uplifting melodies and subtle game-inspired sound effects to create a richly immersive listening experience.
2086,"This low quality compilation is a weird and noisy mix of clapping, crowd talking, and female vocal mumbling that showcases the raw energy of live performances with female vocals at the forefront.","I'm looking for music recommendations featuring loud and energetic live performances with prominent female vocals similar to a weird and noisy mix of clapping, crowd talking, and mumbled vocals."
2087,"This instrumental music features a prominent bass guitar and percussion elements such as a shaker and tambourine, with no voices, and a moderate tempo with a repetitive melody.","Recommend an instrumental track featuring prominent bass guitar, shaker, and tambourine with no vocals, moderate tempo, and repetitive melody."
2088,"This upbeat track features a vivacious female singer over a medium fast tempo Latin pop beat, brought to life by an animated piano, lively trumpet and groovy bass line, all accompanied by bongos and congas for a spirited and authentic regional sound, with vocal backup adding to the peppy and cheerful vibe of this vibrant world music hit.","I'm looking for a song that blends Latin pop with lively instruments like piano, trumpet, and congas, featuring a vivacious female singer with peppy vocals and world music vibes."
2089,"This alternative rock song features a powerful male voice, raw distortion guitars complemented by a strong male backing voice, a driving bassline and aggressive percussion, all set to a moderate tempo.","Recommend an alternative rock song with a powerful male lead vocalist, raw guitars, strong backing vocals, driving bassline, and aggressive drums at a moderate tempo."
2090,"Experience the powerful and emotionally charged instrumental music of a string orchestra, featuring a spirited flute playing poignantly, steady drumming and percussive hits by cellos, trumpets playing furiously with strong harmony, all coming together to create an ominous and suspenseful movie soundtrack for a Tamil film, with average sound quality yet delivering a majestic and scary musical journey.","I'm looking for a music recommendation of a string orchestra instrumental track that combines spirited flute playing, steady drumming, percussive hits by cellos, and furious trumpet solos with strong harmony to create an ominous movie soundtrack like the kind used in Tamil films."
2091,"Featuring a low quality, mono recording with a noisy atmosphere, this melancholic track amplifies an echoing electric guitar arpeggiated melody with a pitch bend effect to create a hauntingly beautiful sonic landscape.","I'm looking for music that features a low-quality mono recording with a noisy atmosphere, an echoing electric guitar arpeggiated melody with pitch bend effect to create a hauntingly beautiful sonic landscape."
2092,"This eerie song takes place in a low-quality game room, filled with buzzing, metallic, and laser sound effects, along with a haunting background melody, creating a distorted and noisy atmosphere.",I'm looking for a song that captures the essence of a low-quality game room with buzzing metallic and laser sound effects blended with a haunting background melody to create a distorted and noisy atmosphere.
2093,"Get lost in the sounds of Christian rock as soaring guitars, acoustic drums, and e-bass melodies fuse with a powerful male voice singing in higher registers, accompanied by the gentle hum of a synthesizer, set to a slow tempo that will take your breath away.","Recommend songs with soaring guitars, acoustic drums, e-bass melodies, and powerful male vocals in higher registers, accompanied by gentle synthesizer hums, set to a slow tempo that takes your breath away."
2094,"Get ready to move and groove to the energetic and exciting reggae music of this talented live reggae band, as they deliver a spirited and beach party-inspired dance mix perfect for the dance club scene, with sensational guitar playing rhythm, lively trumpet percussions, and steady drumming, all creating an irresistible dance rhythm that will have people cheering, noisy crowds on their feet, and people dancing to the groovy bass line and soulful, male singer's electrifying live performance captured on this exceptional live recording.","I'm looking for a reggae music recommendation with an energetic and beach party-inspired dance mix featuring guitar playing, trumpet percussions, and steady drumming, capturing the spirit of a lively live performance."
2095,"This uptempo Latin song features lively percussion's and an e-bass that sets the rhythm while a male voice sings in a higher register, making for an amateur recording that is full of energy and movement.",I'm looking for an upbeat Latin song with lively percussion and a prominent e-bass that features a male vocalist singing in a higher register on an amateur recording with plenty of energy and movement.
2096,"Get ready to headbang as this classic rock anthem delivers youthful energy with passionate vocals from a male singer, supported by groovy bass lines, distorted guitars, percussive strumming, and a string rock drumming beat, all recorded in retro style with average audio quality that adds to the charm of this cheerful and upbeat studio recording.","I'd love recommendations for classic rock songs featuring male vocals, groovy bass lines, distorted guitars, and a string drumming beat with average audio quality, preferably with a youthful energy and upbeat studio recording style."
2098,"Experience a dreamy and dramatic live performance featuring a captivating female vocal, medium-to-high pitch singing, and a spectacular rock opera accompanied by a magnificent orchestra that includes strings, flute, and piano for a sentimental and awe-inspiring moment.","Recommend songs with a dreamy and dramatic feel featuring a female vocalist with medium-to-high pitch singing accompanied by an orchestra with strings, flute, and piano for a sentimental and awe-inspiring experience."
2100,"This song is a low quality recording featuring shimmering and tinny bells as well as a mellow sustained brass melody that creates a soft and euphoric mood, evoking feelings of nostalgia and lullaby.",I'm looking for music with shimmering bells and a mellow brass melody to create a nostalgic and calming atmosphere.
2101,"This mesmerizing track features a solo sitar with haunting string bending and a subtle drone, creating a hypnotic and meditative atmosphere, while its microtonal intricacies are accentuated by the tape warble and tape hiss, resulting in a transcendental sonic journey.","""Recommend a track that combines mesmerizing sitar playing with haunting string bending, subtle drones, and microtonal intricacies, all set against a tape warble and hiss backdrop for a transcendental sonic experience."""
2102,"Witness an uproarious live performance of an amateur musician singing a show tune with fast tempo, accompanied by strong drumming rhythm, guitar and keyboard, as tambourine man injects energetic tambourine percussions, amidst joyful cheers of the excited crowds, with funny video, poor audio quality, and ambient room noises, providing an adrenaline rush of positive and entertaining vibes, leaving you in fits of laughter and people screaming for an encore from the male singer.","Recommend a live performance music video featuring a high-energy show tune with fast tempo, strong drumming rhythm, guitar, and keyboard accompaniment, accompanied by energetic tambourine percussions, poor audio quality, and ambient room noises, for an adrenaline rush of positive vibes."
2103,"Experience the beauty of a female voice accompanied by the enchanting sounds of string synths and harp in a mesmerizing ternary feel, all set to a captivating slow-medium tempo.","Recommend music that features a female voice accompanied by string synths and harp, with a mesmerizing ternary feel in a slow-medium tempo."
2104,"With a low quality sound reminiscent of a 70s disco track, this soulful number features a passionate female vocal backed by groovy piano chords and a driving bass, complete with a shimmering tambourine and punchy snare, topped by a groovy church organ melody; the result is a thin but sentimental and nostalgic tune that's both passionate and easygoing.","I'm looking for music similar to a soulful 70s disco track with a female lead vocal, groovy piano chords, driving bassline, tambourine and snare, topped by a church organ melody - can you recommend something like this?"
2105,"Get ready to experience an electrifying jam-rock track that showcases a breathtaking guitar solo with impeccable improvisation, echoing delays, and impeccable utilization of effect pedals, making it the ultimate gear showcase for any instrumentalist looking to make their mark without the need for a singer.","I'm looking for a music recommendation that features an electrifying jam-rock track with a breathtaking guitar solo, emphasizing improvisation and effect pedals to showcase instrumental prowess."
2106,"This track was created with an amateur recording approach, but the mesmerizing use of digital sound effects adds a unique and captivating vibe to the overall sound.","""Recommend a song that combines a lo-fi recording style with creative use of digital sound effects to create an otherworldly atmosphere."""
2107,This soulful track featuring the Greek folk music essentials - bouzouki and bongos - is further elevated by the soothing harmonies of the acoustic guitar.,"""Recommend a soulful track that combines Greek folk music elements like bouzouki and bongos with soothing harmonies from an acoustic guitar."""
2108,Experience the effortlessly charming and distinctly American fusion of banjo and violin in this melodic and easygoing instrumental folk tune.,Recommend an instrumental folk song that combines banjo and violin for a charmingly American sound.
2109,"This instrumental flamenco song features the intricate strumming of an acoustic guitar and traditional percussion, while maintaining a repeating theme that captures the essence of Spanish culture.",Recommend a flamenco-inspired instrumental song featuring intricate guitar strumming and traditional percussion with a repeating theme capturing the essence of Spanish culture.
2110,"This indie/alternative track features echoing, passionate female vocals, accompanied by soft claps, tinny off-beat percussion, punchy kick, and a buzzy groovy synth bass, all tied together with energetic and addictive synth keys chords resulting in a groovy and passionate experience.","""Recommend an indie/alternative track that features echoing female vocals, soft claps, off-beat percussion, punchy kick, and buzzy synth bass, with energetic synth keys chords for a groovy and passionate experience."""
2111,"Get ready to dance and feel the positive energy with this upbeat rock&roll track featuring nasal male vocals, clean electric guitar strumms, and an upbeat drum kit that perfectly matches the bouncy melody - this song is pure happiness and the ultimate danceable tune!","Recommend a high-energy rock&roll track with nasal male vocals, clean electric guitar riffs, and an upbeat drum kit that embodies pure happiness and danceability."
2114,This hilarious song includes the outrageous sound of belching along with an upbeat background music that will leave you tapping your toes.,"I'm looking for songs that combine offbeat humor with catchy tunes, like a song featuring belching sounds and upbeat background music."
2115,"This upbeat tune features a combination of spirited female and male vocals blended with the strumming of an acoustic guitar and the lively jingle of a tambourine, creating a joyful sound that's impossible not to dance along to.",I'd love to hear more music like this upbeat song featuring spirited vocals and instrumentation that makes me want to get up and dance.
2116,"This rock & roll instrumental is a powerhouse of energetic and danceable rhythms, driven by an upbeat drum kit and an electrifying distorted electric guitar that comes to life with a powerful solo, creating a happy and positive vibe that can lift anyone's spirits.",I'm looking for more energetic rock & roll instrumentals with upbeat drum kits and electrifying guitar solos to boost my mood.
2117,"This instrumental track boasts atmospheric bass guitar music, featuring intricate tremolo and electrifying bass guitar effects, with no other instruments or voices in the mix, and punctuated by soaring harmonics.","Recommend an instrumental track that features atmospheric bass guitar music with intricate tremolo and electrifying effects, punctuated by soaring harmonics."
2118,"This experimental tune features a raw, low quality production style, with trippy didgeridoo samples, haunting sniffing sounds, and noisy, industrial textures.","Recommend a song that combines elements of experimental production, didgeridoo samples, and industrial textures for a trippy listening experience."
2119,"Get ready for an electrifying ride with this amateur recording showcasing some serious e-guitar shredding, set to a medium to uptempo beat that'll surely get your heart pumping.",I'm looking for music recommendations with electrifying electric guitar riffs and an upbeat tempo.
